sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Perceived. Util. 1;Perceived. Util. 2;User Bother 1;User Bother 2;User Util. 1;User Util. 2;Profile 1;Profile 2
1.764;42;;60rounds;Yes;No;2;0.68493;0.88167;0.00000;0.26211;1.56660;Agent21@0;Agent21@1;0.8816666666666667;0.6849303286683233;0.8816666666666667;0.6849303286683233;0.8816666666666667;0.6849303286683233;0.0;0.0;0.8816666666666667;0.6849303286683233;party1_utility.xml;party2_utility.xml
1.095;49;;60rounds;Yes;No;2;0.71383;0.87833;0.02445;0.23414;1.59216;TimeDependentAgentBoulware@2;Agent21@3;0.8783333333333334;0.713830578337298;0.8783333333333334;0.713830578337298;0.0;0.713830578337298;0.0;0.0;0.8783333333333334;0.713830578337298;party1_utility.xml;party2_utility.xml
0.264;12;;60rounds;Yes;No;2;0.70917;0.95971;0.02068;0.08198;1.66888;TimeDependentAgentConceder@4;Agent21@5;0.7091666666666667;0.9597117522430285;0.7091666666666667;0.9597117522430285;0.0;0.9597117522430285;0.0;0.0;0.7091666666666667;0.9597117522430285;party1_utility.xml;party2_utility.xml
0.735;14;;60rounds;Yes;No;2;0.78500;0.90411;0.00000;0.02445;1.68911;IAMhaggler2012@6;Agent21@7;0.7850000000000001;0.9041140069845697;0.7850000000000001;0.9041140069845697;0.0;0.9041140069845697;0.0;0.0;0.7850000000000001;0.9041140069845697;party1_utility.xml;party2_utility.xml
1.307;58;;60rounds;Yes;No;2;0.66621;0.94167;0.00000;0.30558;1.60787;KLH@8;Agent21@9;0.9416666666666667;0.6662075599338653;0.9416666666666667;0.6662075599338653;0.0;0.6662075599338653;0.0;0.0;0.9416666666666667;0.6662075599338653;party1_utility.xml;party2_utility.xml
2.277;56;;60rounds;Yes;No;2;0.51611;0.90333;0.07481;0.42910;1.41944;NiceTitForTat@10;Agent21@11;0.9033333333333333;0.5161097156742358;0.9033333333333333;0.5161097156742358;0.0;0.5161097156742358;0.0;0.0;0.9033333333333333;0.5161097156742358;party1_utility.xml;party2_utility.xml
1.098;47;;60rounds;Yes;No;2;0.75167;0.80972;0.10011;0.12343;1.56138;Agent21@12;TimeDependentAgentBoulware@13;0.7516666666666667;0.8097165713527283;0.7516666666666667;0.8097165713527283;0.7516666666666667;0.0;0.0;0.0;0.7516666666666667;0.8097165713527283;party1_utility.xml;party2_utility.xml
0.023;50;;60rounds;Yes;No;2;0.73764;0.81500;0.06334;0.19327;1.55264;TimeDependentAgentBoulware@14;TimeDependentAgentBoulware@15;0.8150000000000002;0.7376420875390144;0.8150000000000002;0.7376420875390144;0.0;0.0;0.0;0.0;0.8150000000000002;0.7376420875390144;party1_utility.xml;party2_utility.xml
0.007;17;;60rounds;Yes;No;2;0.65833;1.00000;0.00000;0.14542;1.65833;TimeDependentAgentConceder@16;TimeDependentAgentBoulware@17;0.6583333333333333;1.0;0.6583333333333333;1.0;0.0;0.0;0.0;0.0;0.6583333333333333;1.0;party1_utility.xml;party2_utility.xml
0.581;39;;60rounds;Yes;No;2;0.78500;0.92857;0.00000;0.00000;1.71357;IAMhaggler2012@18;TimeDependentAgentBoulware@19;0.7849999999999999;0.9285654723948509;0.7849999999999999;0.9285654723948509;0.0;0.0;0.0;0.0;0.7849999999999999;0.9285654723948509;party1_utility.xml;party2_utility.xml
