sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Perceived. Util. 1;Perceived. Util. 2;User Bother 1;User Bother 2;User Util. 1;User Util. 2;Profile 1;Profile 2
0.040;51;;60rounds;Yes;No;2;0.67250;0.69869;0.20961;0.25593;1.37119;BoulwareNegotiationParty@0;BoulwareNegotiationParty@1;0.6725;0.69869077026364;0.6725;0.69869077026364;0.6725;0.69869077026364;0.0;0.0;0.6725;0.69869077026364;party1_utility.xml;party2_utility.xml
0.008;10;;60rounds;Yes;No;2;0.65833;1.00000;0.00000;0.14542;1.65833;ConcederNegotiationParty@2;BoulwareNegotiationParty@3;0.6583333333333333;1.0;0.6583333333333333;1.0;0.6583333333333333;1.0;0.0;0.0;0.6583333333333333;1.0;party1_utility.xml;party2_utility.xml
1.086;56;;60rounds;Yes;No;2;0.49465;0.97500;0.00000;0.47369;1.46965;NiceTitForTat@4;BoulwareNegotiationParty@5;0.975;0.49464690002105177;0.975;0.49464690002105177;0.0;0.49464690002105177;0.0;0.0;0.975;0.49464690002105177;party1_utility.xml;party2_utility.xml
0.870;39;;60rounds;Yes;No;2;0.78500;0.92857;0.00000;0.00000;1.71357;IAMhaggler2011@6;BoulwareNegotiationParty@7;0.7849999999999999;0.9285654723948509;0.7849999999999999;0.9285654723948509;0.0;0.9285654723948509;0.0;0.0;0.7849999999999999;0.9285654723948509;party1_utility.xml;party2_utility.xml
0.037;59;;60rounds;Yes;No;2;0.29693;1.00000;0.00000;0.66723;1.29693;Gahboninho@8;BoulwareNegotiationParty@9;1.0;0.2969260373579895;1.0;0.2969260373579895;0.0;0.2969260373579895;0.0;0.0;1.0;0.2969260373579895;party1_utility.xml;party2_utility.xml
1.018;49;;60rounds;Yes;No;2;0.69000;0.80399;0.13802;0.15667;1.49399;Agent21@10;BoulwareNegotiationParty@11;0.69;0.8039899923814027;0.69;0.8039899923814027;0.69;0.8039899923814027;0.0;0.0;0.69;0.8039899923814027;party1_utility.xml;party2_utility.xml
0.696;47;;60rounds;Yes;No;2;0.75500;0.80463;0.10391;0.12752;1.55963;BayesianAgent@12;BoulwareNegotiationParty@13;0.755;0.8046278308854702;0.755;0.8046278308854702;0.0;0.8046278308854702;0.0;0.0;0.755;0.8046278308854702;party1_utility.xml;party2_utility.xml
0.011;30;;60rounds;Yes;No;2;0.49465;0.97500;0.00000;0.47369;1.46965;BoulwareNegotiationParty@14;ConcederNegotiationParty@15;0.975;0.49464690002105177;0.975;0.49464690002105177;0.975;0.49464690002105177;0.0;0.0;0.975;0.49464690002105177;party1_utility.xml;party2_utility.xml
0.003;6;;60rounds;Yes;No;2;0.74667;0.77847;0.12816;0.15492;1.52513;ConcederNegotiationParty@16;ConcederNegotiationParty@17;0.7466666666666668;0.7784676281352214;0.7466666666666668;0.7784676281352214;0.7466666666666668;0.7784676281352214;0.0;0.0;0.7466666666666668;0.7784676281352214;party1_utility.xml;party2_utility.xml
0.337;17;;60rounds;Yes;No;2;0.53259;0.89083;0.09232;0.40988;1.42342;NiceTitForTat@18;ConcederNegotiationParty@19;0.8908333333333334;0.5325864542294909;0.8908333333333334;0.5325864542294909;0.0;0.5325864542294909;0.0;0.0;0.8908333333333334;0.5325864542294909;party1_utility.xml;party2_utility.xml
0.100;10;;60rounds;Yes;No;2;0.71383;0.87833;0.02445;0.23414;1.59216;IAMhaggler2011@20;ConcederNegotiationParty@21;0.8783333333333334;0.713830578337298;0.8783333333333334;0.713830578337298;0.0;0.713830578337298;0.0;0.0;0.8783333333333334;0.713830578337298;party1_utility.xml;party2_utility.xml
0.015;33;;60rounds;Yes;No;2;0.29693;1.00000;0.00000;0.66723;1.29693;Gahboninho@22;ConcederNegotiationParty@23;1.0;0.2969260373579895;1.0;0.2969260373579895;0.0;0.2969260373579895;0.0;0.0;1.0;0.2969260373579895;party1_utility.xml;party2_utility.xml
0.377;17;;60rounds;Yes;No;2;0.56809;0.89417;0.10901;0.37664;1.46226;Agent21@24;ConcederNegotiationParty@25;0.8941666666666668;0.5680914815605718;0.8941666666666668;0.5680914815605718;0.8941666666666668;0.5680914815605718;0.0;0.0;0.8941666666666668;0.5680914815605718;party1_utility.xml;party2_utility.xml
0.111;7;;60rounds;Yes;No;2;0.75500;0.80463;0.10391;0.12752;1.55963;BayesianAgent@26;ConcederNegotiationParty@27;0.755;0.8046278308854702;0.755;0.8046278308854702;0.0;0.8046278308854702;0.0;0.0;0.755;0.8046278308854702;party1_utility.xml;party2_utility.xml
0.821;48;;60rounds;Yes;No;2;0.77250;0.86383;0.04218;0.06594;1.63633;BoulwareNegotiationParty@28;NiceTitForTat@29;0.7725;0.863825759227598;0.7725;0.863825759227598;0.7725;0.0;0.0;0.0;0.7725;0.863825759227598;party1_utility.xml;party2_utility.xml
0.049;5;;60rounds;Yes;No;2;0.78500;0.90411;0.00000;0.02445;1.68911;ConcederNegotiationParty@30;NiceTitForTat@31;0.7850000000000001;0.9041140069845697;0.7850000000000001;0.9041140069845697;0.7850000000000001;0.0;0.0;0.0;0.7850000000000001;0.9041140069845697;party1_utility.xml;party2_utility.xml
1.713;61;;60rounds;Yes;No;2;0.77250;0.86383;0.04218;0.06594;1.63633;NiceTitForTat@32;NiceTitForTat@33;0.7725;0.863825759227598;0.7725;0.863825759227598;0.0;0.0;0.0;0.0;0.7725;0.863825759227598;party1_utility.xml;party2_utility.xml
0.210;9;;60rounds;Yes;No;2;0.84833;0.85649;0.00000;0.09595;1.70482;IAMhaggler2011@34;NiceTitForTat@35;0.8483333333333334;0.8564909885811369;0.8483333333333334;0.8564909885811369;0.0;0.0;0.0;0.0;0.8483333333333334;0.8564909885811369;party1_utility.xml;party2_utility.xml
0.887;61;;60rounds;Yes;No;2;0.29693;1.00000;0.00000;0.66723;1.29693;Gahboninho@36;NiceTitForTat@37;1.0;0.2969260373579895;1.0;0.2969260373579895;0.0;0.0;0.0;0.0;1.0;0.2969260373579895;party1_utility.xml;party2_utility.xml
1.623;42;;60rounds;Yes;No;2;0.84833;0.85649;0.00000;0.09595;1.70482;Agent21@38;NiceTitForTat@39;0.8483333333333334;0.8564909885811369;0.8483333333333334;0.8564909885811369;0.8483333333333334;0.0;0.0;0.0;0.8483333333333334;0.8564909885811369;party1_utility.xml;party2_utility.xml
