sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Perceived. Util. 1;Perceived. Util. 2;User Bother 1;User Bother 2;User Util. 1;User Util. 2;Profile 1;Profile 2
0.037;51;;60rounds;Yes;No;2;0.67250;0.69869;0.20961;0.25593;1.37119;BoulwareNegotiationParty@0;BoulwareNegotiationParty@1;0.6725;0.69869077026364;0.6725;0.69869077026364;0.6725;0.69869077026364;0.0;0.0;0.6725;0.69869077026364;party1_utility.xml;party2_utility.xml
0.006;10;;60rounds;Yes;No;2;0.65833;1.00000;0.00000;0.14542;1.65833;ConcederNegotiationParty@2;BoulwareNegotiationParty@3;0.6583333333333333;1.0;0.6583333333333333;1.0;0.6583333333333333;1.0;0.0;0.0;0.6583333333333333;1.0;party1_utility.xml;party2_utility.xml
0.856;44;;60rounds;Yes;No;2;0.77250;0.86383;0.04218;0.06594;1.63633;Agent21@4;BoulwareNegotiationParty@5;0.7725;0.863825759227598;0.7725;0.863825759227598;0.7725;0.863825759227598;0.0;0.0;0.7725;0.863825759227598;party1_utility.xml;party2_utility.xml
0.047;61;;60rounds;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;FuzzyAgent@6;BoulwareNegotiationParty@7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
0.025;51;;60rounds;Yes;No;2;0.73020;0.74667;0.13191;0.20203;1.47687;TimeDependentAgentBoulware@8;BoulwareNegotiationParty@9;0.7466666666666666;0.7302046535232236;0.7466666666666666;0.7302046535232236;0.0;0.7302046535232236;0.0;0.0;0.7466666666666666;0.7302046535232236;party1_utility.xml;party2_utility.xml
0.008;17;;60rounds;Yes;No;2;0.65833;1.00000;0.00000;0.14542;1.65833;TimeDependentAgentConceder@10;BoulwareNegotiationParty@11;0.6583333333333333;1.0;0.6583333333333333;1.0;0.0;1.0;0.0;0.0;0.6583333333333333;1.0;party1_utility.xml;party2_utility.xml
1.132;48;;60rounds;Yes;No;2;0.78500;0.92857;0.00000;0.00000;1.71357;IAMhaggler2011@12;BoulwareNegotiationParty@13;0.7849999999999999;0.9285654723948509;0.7849999999999999;0.9285654723948509;0.0;0.9285654723948509;0.0;0.0;0.7849999999999999;0.9285654723948509;party1_utility.xml;party2_utility.xml
2.074;54;;60rounds;Yes;No;2;0.73255;0.81833;0.06027;0.19883;1.55089;BRAMAgent@14;BoulwareNegotiationParty@15;0.8183333333333335;0.732553347071756;0.8183333333333335;0.732553347071756;0.0;0.732553347071756;0.0;0.0;0.8183333333333335;0.732553347071756;party1_utility.xml;party2_utility.xml
0.030;59;;60rounds;Yes;No;2;0.29693;1.00000;0.00000;0.66723;1.29693;Gahboninho@16;BoulwareNegotiationParty@17;1.0;0.2969260373579895;1.0;0.2969260373579895;0.0;0.2969260373579895;0.0;0.0;1.0;0.2969260373579895;party1_utility.xml;party2_utility.xml
0.822;32;;60rounds;Yes;No;2;0.72167;0.97619;0.00000;0.07924;1.69786;IAMhaggler@18;BoulwareNegotiationParty@19;0.7216666666666667;0.9761884907982836;0.7216666666666667;0.9761884907982836;0.0;0.9761884907982836;0.0;0.0;0.7216666666666667;0.9761884907982836;party1_utility.xml;party2_utility.xml
1.156;56;;60rounds;Yes;No;2;0.49465;0.97500;0.00000;0.47369;1.46965;NiceTitForTat@20;BoulwareNegotiationParty@21;0.975;0.49464690002105177;0.975;0.49464690002105177;0.0;0.49464690002105177;0.0;0.0;0.975;0.49464690002105177;party1_utility.xml;party2_utility.xml
0.551;39;;60rounds;Yes;No;2;0.78500;0.92857;0.00000;0.00000;1.71357;IAMhaggler2012@22;BoulwareNegotiationParty@23;0.7849999999999999;0.9285654723948509;0.7849999999999999;0.9285654723948509;0.0;0.9285654723948509;0.0;0.0;0.7849999999999999;0.9285654723948509;party1_utility.xml;party2_utility.xml
0.027;52;;60rounds;Yes;No;2;0.64973;0.92917;0.02068;0.31390;1.57890;IAMcrazyHaggler@24;BoulwareNegotiationParty@25;0.9291666666666667;0.6497308213786102;0.9291666666666667;0.6497308213786102;0.0;0.6497308213786102;0.0;0.0;0.9291666666666667;0.6497308213786102;party1_utility.xml;party2_utility.xml
0.010;30;;60rounds;Yes;No;2;0.49465;0.97500;0.00000;0.47369;1.46965;BoulwareNegotiationParty@26;ConcederNegotiationParty@27;0.975;0.49464690002105177;0.975;0.49464690002105177;0.975;0.49464690002105177;0.0;0.0;0.975;0.49464690002105177;party1_utility.xml;party2_utility.xml
0.003;6;;60rounds;Yes;No;2;0.74667;0.77847;0.12816;0.15492;1.52513;ConcederNegotiationParty@28;ConcederNegotiationParty@29;0.7466666666666668;0.7784676281352214;0.7466666666666668;0.7784676281352214;0.7466666666666668;0.7784676281352214;0.0;0.0;0.7466666666666668;0.7784676281352214;party1_utility.xml;party2_utility.xml
0.306;11;;60rounds;Yes;No;2;0.72181;0.86583;0.02068;0.22200;1.58764;Agent21@30;ConcederNegotiationParty@31;0.8658333333333332;0.7218053051923241;0.8658333333333332;0.7218053051923241;0.8658333333333332;0.7218053051923241;0.0;0.0;0.8658333333333332;0.7218053051923241;party1_utility.xml;party2_utility.xml
0.027;61;;60rounds;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;FuzzyAgent@32;ConcederNegotiationParty@33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
0.012;31;;60rounds;Yes;No;2;0.49465;0.97500;0.00000;0.47369;1.46965;TimeDependentAgentBoulware@34;ConcederNegotiationParty@35;0.975;0.49464690002105177;0.975;0.49464690002105177;0.0;0.49464690002105177;0.0;0.0;0.975;0.49464690002105177;party1_utility.xml;party2_utility.xml
0.003;7;;60rounds;Yes;No;2;0.78500;0.92857;0.00000;0.00000;1.71357;TimeDependentAgentConceder@36;ConcederNegotiationParty@37;0.7849999999999999;0.9285654723948509;0.7849999999999999;0.9285654723948509;0.0;0.9285654723948509;0.0;0.0;0.7849999999999999;0.9285654723948509;party1_utility.xml;party2_utility.xml
0.059;8;;60rounds;Yes;No;2;0.71383;0.87833;0.02445;0.23414;1.59216;IAMhaggler2011@38;ConcederNegotiationParty@39;0.8783333333333334;0.713830578337298;0.8783333333333334;0.713830578337298;0.0;0.713830578337298;0.0;0.0;0.8783333333333334;0.713830578337298;party1_utility.xml;party2_utility.xml
2.044;22;;60rounds;Yes;No;2;0.64973;0.92917;0.02068;0.31390;1.57890;BRAMAgent@40;ConcederNegotiationParty@41;0.9291666666666667;0.6497308213786102;0.9291666666666667;0.6497308213786102;0.0;0.6497308213786102;0.0;0.0;0.9291666666666667;0.6497308213786102;party1_utility.xml;party2_utility.xml
