sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Perceived. Util. 1;Perceived. Util. 2;User Bother 1;User Bother 2;User Util. 1;User Util. 2;Profile 1;Profile 2
1.969;41;;60rounds;Yes;No;2;0.67354;0.86583;0.01950;0.26753;1.53938;Agent21@0;Agent21@1;0.8658333333333332;0.6735423305803265;0.8658333333333332;0.6735423305803265;0.8658333333333332;0.6735423305803265;0.0;0.0;0.8658333333333332;0.6735423305803265;party1_utility.xml;party2_utility.xml
1.049;47;;60rounds;Yes;No;2;0.71383;0.87833;0.02445;0.23414;1.59216;TimeDependentAgentBoulware@2;Agent21@3;0.8783333333333334;0.713830578337298;0.8783333333333334;0.713830578337298;0.0;0.713830578337298;0.0;0.0;0.8783333333333334;0.713830578337298;party1_utility.xml;party2_utility.xml
0.285;12;;60rounds;Yes;No;2;0.70917;0.93590;0.04218;0.07619;1.64507;TimeDependentAgentConceder@4;Agent21@5;0.7091666666666667;0.9359002430413121;0.7091666666666667;0.9359002430413121;0.0;0.9359002430413121;0.0;0.0;0.7091666666666667;0.9359002430413121;party1_utility.xml;party2_utility.xml
0.712;13;;60rounds;Yes;No;2;0.78500;0.92857;0.00000;0.00000;1.71357;IAMhaggler2012@6;Agent21@7;0.7849999999999999;0.9285654723948509;0.7849999999999999;0.9285654723948509;0.0;0.9285654723948509;0.0;0.0;0.7849999999999999;0.9285654723948509;party1_utility.xml;party2_utility.xml
1.354;56;;60rounds;Yes;No;2;0.55024;0.89917;0.09403;0.39517;1.44941;TheFawkes@8;Agent21@9;0.8991666666666666;0.5502446452795107;0.8991666666666666;0.5502446452795107;0.0;0.5502446452795107;0.0;0.0;0.8991666666666666;0.5502446452795107;party1_utility.xml;party2_utility.xml
2.545;59;;60rounds;Yes;No;2;0.31340;0.98750;0.00000;0.64764;1.30090;NiceTitForTat@10;Agent21@11;0.9874999999999999;0.31340277591324467;0.9874999999999999;0.31340277591324467;0.0;0.31340277591324467;0.0;0.0;0.9874999999999999;0.31340277591324467;party1_utility.xml;party2_utility.xml
1.200;32;;60rounds;Yes;No;2;0.84833;0.85649;0.00000;0.09595;1.70482;IAMhaggler2011@12;Agent21@13;0.8483333333333334;0.8564909885811369;0.8483333333333334;0.8564909885811369;0.0;0.8564909885811369;0.0;0.0;0.8483333333333334;0.8564909885811369;party1_utility.xml;party2_utility.xml
1.047;47;;60rounds;Yes;No;2;0.75167;0.80972;0.10011;0.12343;1.56138;Agent21@14;TimeDependentAgentBoulware@15;0.7516666666666667;0.8097165713527283;0.7516666666666667;0.8097165713527283;0.7516666666666667;0.0;0.0;0.0;0.7516666666666667;0.8097165713527283;party1_utility.xml;party2_utility.xml
0.022;50;;60rounds;Yes;No;2;0.73764;0.81500;0.06334;0.19327;1.55264;TimeDependentAgentBoulware@16;TimeDependentAgentBoulware@17;0.8150000000000002;0.7376420875390144;0.8150000000000002;0.7376420875390144;0.0;0.0;0.0;0.0;0.8150000000000002;0.7376420875390144;party1_utility.xml;party2_utility.xml
0.008;17;;60rounds;Yes;No;2;0.65833;1.00000;0.00000;0.14542;1.65833;TimeDependentAgentConceder@18;TimeDependentAgentBoulware@19;0.6583333333333333;1.0;0.6583333333333333;1.0;0.0;0.0;0.0;0.0;0.6583333333333333;1.0;party1_utility.xml;party2_utility.xml
0.584;39;;60rounds;Yes;No;2;0.78500;0.92857;0.00000;0.00000;1.71357;IAMhaggler2012@20;TimeDependentAgentBoulware@21;0.7849999999999999;0.9285654723948509;0.7849999999999999;0.9285654723948509;0.0;0.0;0.0;0.0;0.7849999999999999;0.9285654723948509;party1_utility.xml;party2_utility.xml
0.013;4;;60rounds;Yes;No;2;0.65833;1.00000;0.00000;0.14542;1.65833;TheFawkes@22;TimeDependentAgentBoulware@23;0.6583333333333333;1.0;0.6583333333333333;1.0;0.0;0.0;0.0;0.0;0.6583333333333333;1.0;party1_utility.xml;party2_utility.xml
1.016;55;;60rounds;Yes;No;2;0.66621;0.94167;0.00000;0.30558;1.60787;NiceTitForTat@24;TimeDependentAgentBoulware@25;0.9416666666666667;0.6662075599338653;0.9416666666666667;0.6662075599338653;0.0;0.0;0.0;0.0;0.9416666666666667;0.6662075599338653;party1_utility.xml;party2_utility.xml
0.553;39;;60rounds;Yes;No;2;0.78500;0.92857;0.00000;0.00000;1.71357;IAMhaggler2011@26;TimeDependentAgentBoulware@27;0.7849999999999999;0.9285654723948509;0.7849999999999999;0.9285654723948509;0.0;0.0;0.0;0.0;0.7849999999999999;0.9285654723948509;party1_utility.xml;party2_utility.xml
0.463;20;;60rounds;Yes;No;2;0.51846;0.91167;0.06766;0.42922;1.43013;Agent21@28;TimeDependentAgentConceder@29;0.9116666666666667;0.5184584092227681;0.9116666666666667;0.5184584092227681;0.9116666666666667;0.0;0.0;0.0;0.9116666666666667;0.5184584092227681;party1_utility.xml;party2_utility.xml
0.012;31;;60rounds;Yes;No;2;0.49465;0.97500;0.00000;0.47369;1.46965;TimeDependentAgentBoulware@30;TimeDependentAgentConceder@31;0.975;0.49464690002105177;0.975;0.49464690002105177;0.0;0.0;0.0;0.0;0.975;0.49464690002105177;party1_utility.xml;party2_utility.xml
0.003;7;;60rounds;Yes;No;2;0.78500;0.92857;0.00000;0.00000;1.71357;TimeDependentAgentConceder@32;TimeDependentAgentConceder@33;0.7849999999999999;0.9285654723948509;0.7849999999999999;0.9285654723948509;0.0;0.0;0.0;0.0;0.7849999999999999;0.9285654723948509;party1_utility.xml;party2_utility.xml
0.089;10;;60rounds;Yes;No;2;0.68524;0.75500;0.12667;0.24517;1.44024;IAMhaggler2012@34;TimeDependentAgentConceder@35;0.755;0.6852359027985925;0.755;0.6852359027985925;0.0;0.0;0.0;0.0;0.755;0.6852359027985925;party1_utility.xml;party2_utility.xml
0.053;23;;60rounds;Yes;No;2;0.48496;0.95417;0.02297;0.47476;1.43913;TheFawkes@36;TimeDependentAgentConceder@37;0.9541666666666666;0.4849634358260582;0.9541666666666666;0.4849634358260582;0.0;0.0;0.0;0.0;0.9541666666666666;0.4849634358260582;party1_utility.xml;party2_utility.xml
0.196;11;;60rounds;Yes;No;2;0.66621;0.94167;0.00000;0.30558;1.60787;NiceTitForTat@38;TimeDependentAgentConceder@39;0.9416666666666667;0.6662075599338653;0.9416666666666667;0.6662075599338653;0.0;0.0;0.0;0.0;0.9416666666666667;0.6662075599338653;party1_utility.xml;party2_utility.xml
