sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Perceived. Util. 1;Perceived. Util. 2;User Bother 1;User Bother 2;User Util. 1;User Util. 2;Profile 1;Profile 2
0.038;51;;60rounds;Yes;No;2;0.67250;0.69869;0.20961;0.25593;1.37119;BoulwareNegotiationParty@0;BoulwareNegotiationParty@1;0.6725;0.69869077026364;0.6725;0.69869077026364;0.6725;0.69869077026364;0.0;0.0;0.6725;0.69869077026364;party1_utility.xml;party2_utility.xml
0.006;10;;60rounds;Yes;No;2;0.65833;1.00000;0.00000;0.14542;1.65833;ConcederNegotiationParty@2;BoulwareNegotiationParty@3;0.6583333333333333;1.0;0.6583333333333333;1.0;0.6583333333333333;1.0;0.0;0.0;0.6583333333333333;1.0;party1_utility.xml;party2_utility.xml
0.703;37;;60rounds;Yes;No;2;0.58250;0.94749;0.09224;0.20338;1.52999;Agent21@4;BoulwareNegotiationParty@5;0.5825;0.9474860195378878;0.5825;0.9474860195378878;0.5825;0.9474860195378878;0.0;0.0;0.5825;0.9474860195378878;party1_utility.xml;party2_utility.xml
0.951;56;;60rounds;Yes;No;2;0.46849;0.96667;0.02746;0.49465;1.43515;NiceTitForTat@6;BoulwareNegotiationParty@7;0.9666666666666668;0.46848669727080305;0.9666666666666668;0.46848669727080305;0.0;0.46848669727080305;0.0;0.0;0.9666666666666668;0.46848669727080305;party1_utility.xml;party2_utility.xml
0.014;30;;60rounds;Yes;No;2;0.49465;0.97500;0.00000;0.47369;1.46965;BoulwareNegotiationParty@8;ConcederNegotiationParty@9;0.975;0.49464690002105177;0.975;0.49464690002105177;0.975;0.49464690002105177;0.0;0.0;0.975;0.49464690002105177;party1_utility.xml;party2_utility.xml
0.004;6;;60rounds;Yes;No;2;0.74667;0.77847;0.12816;0.15492;1.52513;ConcederNegotiationParty@10;ConcederNegotiationParty@11;0.7466666666666668;0.7784676281352214;0.7466666666666668;0.7784676281352214;0.7466666666666668;0.7784676281352214;0.0;0.0;0.7466666666666668;0.7784676281352214;party1_utility.xml;party2_utility.xml
0.164;7;;60rounds;Yes;No;2;0.62500;0.74408;0.22630;0.24420;1.36908;Agent21@12;ConcederNegotiationParty@13;0.6250000000000001;0.7440819232767827;0.6250000000000001;0.7440819232767827;0.6250000000000001;0.7440819232767827;0.0;0.0;0.6250000000000001;0.7440819232767827;party1_utility.xml;party2_utility.xml
0.382;16;;60rounds;Yes;No;2;0.54227;0.91167;0.07924;0.40653;1.45394;NiceTitForTat@14;ConcederNegotiationParty@15;0.9116666666666667;0.5422699184244845;0.9116666666666667;0.5422699184244845;0.0;0.5422699184244845;0.0;0.0;0.9116666666666667;0.5422699184244845;party1_utility.xml;party2_utility.xml
0.912;49;;60rounds;Yes;No;2;0.71383;0.87833;0.02445;0.23414;1.59216;BoulwareNegotiationParty@16;Agent21@17;0.8783333333333334;0.713830578337298;0.8783333333333334;0.713830578337298;0.8783333333333334;0.713830578337298;0.0;0.0;0.8783333333333334;0.713830578337298;party1_utility.xml;party2_utility.xml
0.175;8;;60rounds;Yes;No;2;0.70917;0.95971;0.02068;0.08198;1.66888;ConcederNegotiationParty@18;Agent21@19;0.7091666666666667;0.9597117522430285;0.7091666666666667;0.9597117522430285;0.7091666666666667;0.9597117522430285;0.0;0.0;0.7091666666666667;0.9597117522430285;party1_utility.xml;party2_utility.xml
0.635;14;;60rounds;Yes;No;2;0.78500;0.90411;0.00000;0.02445;1.68911;Agent21@20;Agent21@21;0.7850000000000001;0.9041140069845697;0.7850000000000001;0.9041140069845697;0.7850000000000001;0.9041140069845697;0.0;0.0;0.7850000000000001;0.9041140069845697;party1_utility.xml;party2_utility.xml
2.455;58;;60rounds;Yes;No;2;0.52579;0.89917;0.08198;0.41864;1.42496;NiceTitForTat@22;Agent21@23;0.8991666666666666;0.5257931798692292;0.8991666666666666;0.5257931798692292;0.0;0.5257931798692292;0.0;0.0;0.8991666666666666;0.5257931798692292;party1_utility.xml;party2_utility.xml
0.722;48;;60rounds;Yes;No;2;0.77250;0.86383;0.04218;0.06594;1.63633;BoulwareNegotiationParty@24;NiceTitForTat@25;0.7725;0.863825759227598;0.7725;0.863825759227598;0.7725;0.0;0.0;0.0;0.7725;0.863825759227598;party1_utility.xml;party2_utility.xml
0.046;5;;60rounds;Yes;No;2;0.78500;0.88030;0.02381;0.04826;1.66530;ConcederNegotiationParty@26;NiceTitForTat@27;0.7850000000000001;0.8803024977828533;0.7850000000000001;0.8803024977828533;0.7850000000000001;0.0;0.0;0.0;0.7850000000000001;0.8803024977828533;party1_utility.xml;party2_utility.xml
1.494;37;;60rounds;Yes;No;2;0.70917;0.91145;0.06594;0.07774;1.62062;Agent21@28;NiceTitForTat@29;0.7091666666666667;0.9114487776310307;0.7091666666666667;0.9114487776310307;0.7091666666666667;0.0;0.0;0.0;0.7091666666666667;0.9114487776310307;party1_utility.xml;party2_utility.xml
1.430;61;;60rounds;Yes;No;2;0.78500;0.88030;0.02381;0.04826;1.66530;NiceTitForTat@30;NiceTitForTat@31;0.7850000000000001;0.8803024977828533;0.7850000000000001;0.8803024977828533;0.0;0.0;0.0;0.0;0.7850000000000001;0.8803024977828533;party1_utility.xml;party2_utility.xml
