sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Perceived. Util. 1;Perceived. Util. 2;User Bother 1;User Bother 2;User Util. 1;User Util. 2;Profile 1;Profile 2
0.073;51;;60rounds;Yes;No;2;0.67250;0.69869;0.20961;0.25593;1.37119;BoulwareNegotiationParty@0;BoulwareNegotiationParty@1;0.6725;0.69869077026364;0.6725;0.69869077026364;0.6725;0.69869077026364;0.0;0.0;0.6725;0.69869077026364;party1_utility.xml;party2_utility.xml
0.008;10;;60rounds;Yes;No;2;0.65833;1.00000;0.00000;0.14542;1.65833;ConcederNegotiationParty@2;BoulwareNegotiationParty@3;0.6583333333333333;1.0;0.6583333333333333;1.0;0.6583333333333333;1.0;0.0;0.0;0.6583333333333333;1.0;party1_utility.xml;party2_utility.xml
0.986;47;;60rounds;Yes;No;2;0.75500;0.80463;0.10391;0.12752;1.55963;Agent21@4;BoulwareNegotiationParty@5;0.755;0.8046278308854702;0.755;0.8046278308854702;0.755;0.8046278308854702;0.0;0.0;0.755;0.8046278308854702;party1_utility.xml;party2_utility.xml
0.740;47;;60rounds;Yes;No;2;0.75500;0.80463;0.10391;0.12752;1.55963;BayesianAgent@6;BoulwareNegotiationParty@7;0.755;0.8046278308854702;0.755;0.8046278308854702;0.0;0.8046278308854702;0.0;0.0;0.755;0.8046278308854702;party1_utility.xml;party2_utility.xml
0.887;39;;60rounds;Yes;No;2;0.78500;0.92857;0.00000;0.00000;1.71357;IAMhaggler2012@8;BoulwareNegotiationParty@9;0.7849999999999999;0.9285654723948509;0.7849999999999999;0.9285654723948509;0.0;0.9285654723948509;0.0;0.0;0.7849999999999999;0.9285654723948509;party1_utility.xml;party2_utility.xml
0.037;59;;60rounds;Yes;No;2;0.29693;1.00000;0.00000;0.66723;1.29693;BRAMAgent2@10;BoulwareNegotiationParty@11;1.0;0.2969260373579895;1.0;0.2969260373579895;0.0;0.2969260373579895;0.0;0.0;1.0;0.2969260373579895;party1_utility.xml;party2_utility.xml
0.073;53;;60rounds;Yes;No;2;0.78500;0.92857;0.00000;0.00000;1.71357;Agent_K@12;BoulwareNegotiationParty@13;0.7849999999999999;0.9285654723948509;0.7849999999999999;0.9285654723948509;0.0;0.9285654723948509;0.0;0.0;0.7849999999999999;0.9285654723948509;party1_utility.xml;party2_utility.xml
12.175;53;;60rounds;Yes;No;2;0.68493;0.88167;0.00000;0.26211;1.56660;AgentFSEGA@14;BoulwareNegotiationParty@15;0.8816666666666667;0.6849303286683233;0.8816666666666667;0.6849303286683233;0.0;0.6849303286683233;0.0;0.0;0.8816666666666667;0.6849303286683233;party1_utility.xml;party2_utility.xml
0.029;59;;60rounds;Yes;No;2;0.35555;0.84833;0.14541;0.57651;1.20388;Shiboy@16;BoulwareNegotiationParty@17;0.8483333333333333;0.35554541739067247;0.8483333333333333;0.35554541739067247;0.8483333333333333;0.35554541739067247;0.0;0.0;0.8483333333333333;0.35554541739067247;party1_utility.xml;party2_utility.xml
0.027;53;;60rounds;Yes;No;2;0.84833;0.85649;0.00000;0.09595;1.70482;PonPokoAgent@18;BoulwareNegotiationParty@19;0.8483333333333334;0.8564909885811369;0.8483333333333334;0.8564909885811369;0.8483333333333334;0.8564909885811369;0.0;0.0;0.8483333333333334;0.8564909885811369;party1_utility.xml;party2_utility.xml
