sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Perceived. Util. 1;Perceived. Util. 2;User Bother 1;User Bother 2;User Util. 1;User Util. 2;Profile 1;Profile 2
1.877;42;;60rounds;Yes;No;2;0.72167;0.97619;0.00000;0.07924;1.69786;Agent21@0;Agent21@1;0.7216666666666667;0.9761884907982836;0.7216666666666667;0.9761884907982836;0.7216666666666667;0.9761884907982836;0.0;0.0;0.7216666666666667;0.9761884907982836;party1_utility.xml;party2_utility.xml
1.036;28;;60rounds;Yes;No;2;0.70917;0.93590;0.04218;0.07619;1.64507;BayesianAgent@2;Agent21@3;0.7091666666666667;0.9359002430413121;0.7091666666666667;0.9359002430413121;0.0;0.9359002430413121;0.0;0.0;0.7091666666666667;0.9359002430413121;party1_utility.xml;party2_utility.xml
2.390;59;;60rounds;Yes;No;2;0.64973;0.92917;0.02068;0.31390;1.57890;NiceTitForTat@4;Agent21@5;0.9291666666666667;0.6497308213786102;0.9291666666666667;0.6497308213786102;0.0;0.6497308213786102;0.0;0.0;0.9291666666666667;0.6497308213786102;party1_utility.xml;party2_utility.xml
1.387;58;;60rounds;Yes;No;2;0.66621;0.94167;0.00000;0.30558;1.60787;KLH@6;Agent21@7;0.9416666666666667;0.6662075599338653;0.9416666666666667;0.6662075599338653;0.0;0.6662075599338653;0.0;0.0;0.9416666666666667;0.6662075599338653;party1_utility.xml;party2_utility.xml
3.249;54;;60rounds;Yes;No;2;0.73255;0.81833;0.06027;0.19883;1.55089;BRAMAgent@8;Agent21@9;0.8183333333333335;0.732553347071756;0.8183333333333335;0.732553347071756;0.0;0.732553347071756;0.0;0.0;0.8183333333333335;0.732553347071756;party1_utility.xml;party2_utility.xml
1.415;39;;60rounds;Yes;No;2;0.53259;0.89083;0.09232;0.40988;1.42342;Agent21@10;BayesianAgent@11;0.8908333333333334;0.5325864542294909;0.8908333333333334;0.5325864542294909;0.8908333333333334;0.0;0.0;0.0;0.8908333333333334;0.5325864542294909;party1_utility.xml;party2_utility.xml
0.427;16;;60rounds;Yes;No;2;0.84833;0.85649;0.00000;0.09595;1.70482;BayesianAgent@12;BayesianAgent@13;0.8483333333333334;0.8564909885811369;0.8483333333333334;0.8564909885811369;0.0;0.0;0.0;0.0;0.8483333333333334;0.8564909885811369;party1_utility.xml;party2_utility.xml
2.156;61;;60rounds;Yes;No;2;0.50333;0.81265;0.24316;0.30459;1.31598;NiceTitForTat@14;BayesianAgent@15;0.5033333333333333;0.8126487092470831;0.5033333333333333;0.8126487092470831;0.0;0.0;0.0;0.0;0.5033333333333333;0.8126487092470831;party1_utility.xml;party2_utility.xml
0.862;61;;60rounds;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;KLH@16;BayesianAgent@17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
2.736;52;;60rounds;Yes;No;2;0.84833;0.85649;0.00000;0.09595;1.70482;BRAMAgent@18;BayesianAgent@19;0.8483333333333334;0.8564909885811369;0.8483333333333334;0.8564909885811369;0.0;0.0;0.0;0.0;0.8483333333333334;0.8564909885811369;party1_utility.xml;party2_utility.xml
1.854;49;;60rounds;Yes;No;2;0.77250;0.91209;0.01483;0.02068;1.68459;Agent21@20;NiceTitForTat@21;0.7725;0.9120887338395958;0.7725;0.9120887338395958;0.7725;0.0;0.0;0.0;0.7725;0.9120887338395958;party1_utility.xml;party2_utility.xml
0.152;6;;60rounds;Yes;No;2;0.70639;0.81000;0.07481;0.22357;1.51639;BayesianAgent@22;NiceTitForTat@23;0.81;0.7063931443215073;0.81;0.7063931443215073;0.0;0.0;0.0;0.0;0.81;0.7063931443215073;party1_utility.xml;party2_utility.xml
1.479;61;;60rounds;Yes;No;2;0.83583;0.84001;0.02068;0.10210;1.67585;NiceTitForTat@24;NiceTitForTat@25;0.8358333333333332;0.8400142500258816;0.8358333333333332;0.8400142500258816;0.0;0.0;0.0;0.0;0.8358333333333332;0.8400142500258816;party1_utility.xml;party2_utility.xml
0.792;61;;60rounds;Yes;No;2;0.48496;0.95417;0.02297;0.47476;1.43913;KLH@26;NiceTitForTat@27;0.9541666666666666;0.4849634358260582;0.9541666666666666;0.4849634358260582;0.0;0.0;0.0;0.0;0.9541666666666666;0.4849634358260582;party1_utility.xml;party2_utility.xml
2.782;55;;60rounds;Yes;No;2;0.84833;0.85649;0.00000;0.09595;1.70482;BRAMAgent@28;NiceTitForTat@29;0.8483333333333334;0.8564909885811369;0.8483333333333334;0.8564909885811369;0.0;0.0;0.0;0.0;0.8483333333333334;0.8564909885811369;party1_utility.xml;party2_utility.xml
1.155;52;;60rounds;Yes;No;2;0.72167;0.97619;0.00000;0.07924;1.69786;Agent21@30;KLH@31;0.7216666666666667;0.9761884907982836;0.7216666666666667;0.9761884907982836;0.7216666666666667;0.0;0.0;0.0;0.7216666666666667;0.9761884907982836;party1_utility.xml;party2_utility.xml
0.842;61;;60rounds;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;BayesianAgent@32;KLH@33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
0.774;61;;60rounds;Yes;No;2;0.58250;0.94749;0.09224;0.20338;1.52999;NiceTitForTat@34;KLH@35;0.5825;0.9474860195378878;0.5825;0.9474860195378878;0.0;0.0;0.0;0.0;0.5825;0.9474860195378878;party1_utility.xml;party2_utility.xml
0.027;61;;60rounds;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;KLH@36;KLH@37;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
2.057;61;;60rounds;Yes;No;2;0.65833;0.94015;0.05985;0.12720;1.59848;BRAMAgent@38;KLH@39;0.6583333333333334;0.9401512488914268;0.6583333333333334;0.9401512488914268;0.0;0.0;0.0;0.0;0.6583333333333334;0.9401512488914268;party1_utility.xml;party2_utility.xml
3.199;52;;60rounds;Yes;No;2;0.61417;0.88340;0.12469;0.17670;1.49757;Agent21@40;BRAMAgent@41;0.6141666666666666;0.8833992468415779;0.6141666666666666;0.8833992468415779;0.6141666666666666;0.0;0.0;0.0;0.6141666666666666;0.8833992468415779;party1_utility.xml;party2_utility.xml
2.541;41;;60rounds;Yes;No;2;0.78500;0.90411;0.00000;0.02445;1.68911;BayesianAgent@42;BRAMAgent@43;0.7850000000000001;0.9041140069845697;0.7850000000000001;0.9041140069845697;0.0;0.0;0.0;0.0;0.7850000000000001;0.9041140069845697;party1_utility.xml;party2_utility.xml
2.903;61;;60rounds;Yes;No;2;0.65833;0.94015;0.05985;0.12720;1.59848;NiceTitForTat@44;BRAMAgent@45;0.6583333333333334;0.9401512488914268;0.6583333333333334;0.9401512488914268;0.0;0.0;0.0;0.0;0.6583333333333334;0.9401512488914268;party1_utility.xml;party2_utility.xml
2.055;61;;60rounds;Yes;No;2;0.48496;0.95417;0.02297;0.47476;1.43913;KLH@46;BRAMAgent@47;0.9541666666666666;0.4849634358260582;0.9541666666666666;0.4849634358260582;0.0;0.0;0.0;0.0;0.9541666666666666;0.4849634358260582;party1_utility.xml;party2_utility.xml
4.092;56;;60rounds;Yes;No;2;0.83583;0.84001;0.02068;0.10210;1.67585;BRAMAgent@48;BRAMAgent@49;0.8358333333333332;0.8400142500258816;0.8358333333333332;0.8400142500258816;0.0;0.0;0.0;0.0;0.8358333333333332;0.8400142500258816;party1_utility.xml;party2_utility.xml
